Declaration Number,State,Disaster Type,Start Date,End Date,Close Date,Year,Month,Month_Name,Duration_Days
DR-1397,GU,EARTHQUAKE,2001-10-13,2001-10-13,2010-06-21,2001,10,October,0.0
DR-1398,MS,STORM,2001-11-24,2001-12-17,2013-09-27,2001,11,November,23.0
DR-1399,AL,STORM,2001-11-24,2001-11-25,2010-06-22,2001,11,November,1.0
EM-3170,NY,SNOW,2001-12-24,2001-12-29,2009-01-30,2001,12,December,5.0
DR-1400,AR,STORM,2001-12-15,2002-01-30,2012-09-12,2001,12,December,46.0
DR-1401,OK,ICE,2002-01-30,2002-02-11,2013-09-30,2002,1,January,12.0
DR-1402,KS,ICE,2002-01-29,2002-02-15,2011-01-05,2002,1,January,17.0
DR-1403,MO,ICE,2002-01-29,2002-02-13,2011-02-11,2002,1,January,15.0
FS-2396,CA,FIRE,2002-02-10,2002-02-15,2007-04-05,2002,2,February,5.0
FS-2397,VA,FIRE,2002-02-27,2002-03-02,2003-01-06,2002,2,February,3.0
DR-1404,NY,SNOW,2001-12-24,2001-12-29,2010-10-25,2001,12,December,5.0
DR-1405,OR,STORM,2002-02-07,2002-02-08,2010-06-08,2002,2,February,1.0
FS-2398,NM,FIRE,2002-03-23,2002-04-01,2005-01-05,2002,3,March,9.0
DR-1406,VA,STORM,2002-03-17,2002-03-20,2010-06-22,2002,3,March,3.0
DR-1407,KY,STORM,2002-03-17,2002-03-21,2014-04-23,2002,3,March,4.0
DR-1408,TN,STORM,2002-01-23,2002-03-20,2010-08-25,2002,1,January,56.0
FS-2399,CO,FIRE,2002-04-23,2002-04-29,2010-07-07,2002,4,April,6.0
FS-2400,AZ,FIRE,2002-04-29,2002-05-08,2004-08-24,2002,4,April,9.0
DR-1409,MD,TORNADO,2002-04-28,2002-04-28,2010-05-26,2002,4,April,0.0
FS-2402,NM,FIRE,2002-04-30,2002-06-03,2005-01-05,2002,4,April,34.0
FS-2401,CO,FIRE,2002-04-30,2002-05-05,2008-04-30,2002,4,April,5.0
FS-2403,CO,FIRE,2002-05-05,2002-05-12,2008-04-30,2002,5,May,7.0
DR-1410,WV,STORM,2002-05-02,2002-05-20,2010-10-15,2002,5,May,18.0
DR-1411,VA,STORM,2002-04-28,2002-05-03,,2002,4,April,5.0
DR-1413,MI,FLOOD,2002-04-10,2002-05-09,2010-06-22,2002,4,April,29.0
DR-1412,MO,STORM,2002-04-24,2002-06-10,2011-01-11,2002,4,April,47.0
DR-1414,KY,STORM,2002-04-27,2002-05-10,2013-11-13,2002,4,April,13.0
FS-2404,NM,FIRE,2002-05-06,2002-05-17,2005-01-11,2002,5,May,11.0
FS-2405,CA,FIRE,2002-05-13,2002-05-15,2007-04-04,2002,5,May,2.0
FS-2406,AZ,FIRE,2002-05-15,2002-05-18,2004-08-24,2002,5,May,3.0
DR-1415,NY,EARTHQUAKE,2002-04-20,2002-04-20,2010-12-21,2002,4,April,0.0
DR-1416,IL,TORNADO,2002-04-21,2002-05-23,2013-09-30,2002,4,April,32.0
FS-2408,NM,FIRE,2002-05-22,2002-06-10,2005-05-05,2002,5,May,19.0
FS-2407,CO,FIRE,2002-05-21,2002-05-29,2006-09-28,2002,5,May,8.0
DR-1417,FM,TYPHOON,2002-02-26,2002-03-03,2015-06-24,2002,2,February,5.0
FS-2409,MN,FIRE,2002-05-31,2002-06-04,2005-03-09,2002,5,May,4.0
FS-2411,NJ,FIRE,2002-06-02,2002-06-02,2003-07-22,2002,6,June,0.0
FS-2410,CO,FIRE,2002-06-02,2002-06-10,2008-09-05,2002,6,June,8.0
FS-2412,CO,FIRE,2002-06-02,2002-06-26,2006-09-28,2002,6,June,24.0
FS-2413,CO,FIRE,2002-06-02,2002-06-26,2002-09-24,2002,6,June,24.0
FS-2414,NM,FIRE,2002-06-02,2002-07-14,2005-01-11,2002,6,June,42.0
FS-2415,NM,FIRE,2002-06-02,2002-07-03,2005-01-11,2002,6,June,31.0
FS-2417,CA,FIRE,2002-06-05,2002-06-14,2010-07-28,2002,6,June,9.0
FS-2416,NM,FIRE,2002-06-02,2002-06-16,2005-01-11,2002,6,June,14.0
FS-2418,CO,FIRE,2002-06-06,2002-06-10,2008-04-30,2002,6,June,4.0
FS-2419,CO,FIRE,2002-06-08,2002-06-29,2008-04-30,2002,6,June,21.0
FS-2421,CO,FIRE,2002-06-08,2002-07-20,2010-06-25,2002,6,June,42.0
FS-2420,NV,FIRE,2002-06-08,2002-06-12,2005-08-24,2002,6,June,4.0
FS-2422,CO,FIRE,2002-06-09,2002-06-18,2006-09-28,2002,6,June,9.0
FS-2423,CO,FIRE,2002-06-09,2002-08-09,2008-04-30,2002,6,June,61.0
FS-2424,NM,FIRE,2002-06-13,2002-07-12,2005-01-05,2002,6,June,29.0
DR-1418,IN,STORM,2002-04-28,2002-06-07,2011-05-02,2002,4,April,40.0
DR-1419,MN,STORM,2002-06-09,2002-06-28,2012-04-25,2002,6,June,19.0
FS-2425,CA,FIRE,2002-06-16,2002-06-22,2007-04-04,2002,6,June,6.0
FM-2426,SC,FIRE,2002-06-17,2002-06-24,2003-10-01,2002,6,June,7.0
FS-2427,WY,FIRE,2002-06-18,2002-07-07,2005-09-30,2002,6,June,19.0
FS-2429,AZ,FIRE,2002-06-18,2002-07-07,2005-09-20,2002,6,June,19.0
FS-2428,CO,FIRE,2002-06-19,2002-08-03,2008-04-30,2002,6,June,45.0
DR-1420,IA,FLOOD,2002-06-03,2002-06-25,2007-06-22,2002,6,June,22.0
DR-1421,CO,FIRE,2002-04-23,2002-08-06,2010-04-07,2002,4,April,105.0
FS-2430,AZ,FIRE,2002-06-20,2002-07-07,2002-12-16,2002,6,June,17.0
FS-2431,CO,FIRE,2002-06-23,2002-06-28,2006-09-28,2002,6,June,5.0
FS-2432,CO,FIRE,2002-06-25,2002-08-09,2008-04-30,2002,6,June,45.0
DR-1422,AZ,FIRE,2002-06-18,2002-07-07,2011-03-01,2002,6,June,19.0
DR-1423,AK,FLOOD,2002-04-27,2002-05-30,2010-05-26,2002,4,April,33.0
FS-2433,CA,FIRE,2002-06-26,2002-06-30,2007-04-05,2002,6,June,4.0
FS-2435,ND,FIRE,2002-06-29,2002-07-03,2003-06-18,2002,6,June,4.0
FS-2434,SD,FIRE,2002-06-29,2002-07-17,2007-06-11,2002,6,June,18.0
FS-2436,WY,FIRE,2002-06-29,2002-07-12,2005-09-30,2002,6,June,13.0
FS-2437,UT,FIRE,2002-06-30,2002-07-05,2005-08-22,2002,6,June,5.0
FS-2438,NV,FIRE,2002-07-03,2002-07-09,2005-04-01,2002,7,July,6.0
DR-1424,MT,STORM,2002-06-08,2002-06-21,2012-01-26,2002,6,June,13.0
DR-1425,TX,FLOOD,2002-06-29,2002-07-31,2015-06-08,2002,6,June,32.0
DR-1426,GU,TYPHOON,2002-07-05,2002-07-06,2012-03-14,2002,7,July,1.0
DR-1427,FM,TYPHOON,2002-07-02,2002-07-04,2015-08-20,2002,7,July,2.0
DR-1428,VT,STORM,2002-06-05,2002-06-13,2010-06-01,2002,6,June,8.0
FS-2439,AZ,FIRE,2002-07-12,2002-07-17,2004-08-24,2002,7,July,5.0
FS-2442,CO,FIRE,2002-07-14,2002-08-02,2006-09-28,2002,7,July,19.0
FS-2441,NV,FIRE,2002-07-14,2002-07-26,2004-08-20,2002,7,July,12.0
FS-2444,OR,FIRE,2002-07-15,2002-07-25,2004-05-06,2002,7,July,10.0
FS-2443,OR,FIRE,2002-07-13,2002-07-18,2004-05-06,2002,7,July,5.0
FS-2446,NV,FIRE,2002-07-14,2002-07-27,2004-08-20,2002,7,July,13.0
FS-2445,OR,FIRE,2002-07-16,2002-07-21,2004-08-03,2002,7,July,5.0
FS-2447,CO,FIRE,2002-07-17,2002-08-05,2008-09-05,2002,7,July,19.0
DR-1429,WI,STORM,2002-06-21,2002-06-25,2011-01-03,2002,6,June,4.0
FS-2448,OR,FIRE,2002-07-18,2002-07-21,2004-01-22,2002,7,July,3.0
FS-2449,WA,FIRE,2002-07-20,2002-07-27,2005-01-21,2002,7,July,7.0
FS-2450,CA,FIRE,2002-07-21,2002-07-27,2007-04-05,2002,7,July,6.0
FS-2451,WA,FIRE,2002-07-24,2002-07-26,2005-01-21,2002,7,July,2.0
FS-2452,OR,FIRE,2002-07-25,2002-08-01,2004-08-03,2002,7,July,7.0
FS-2454,OR,FIRE,2002-07-27,2002-08-05,2004-06-17,2002,7,July,9.0
FS-2455,OR,FIRE,2002-07-28,2002-08-01,2004-06-17,2002,7,July,4.0
FS-2456,CA,FIRE,2002-07-29,2002-08-22,2010-07-28,2002,7,July,24.0
FS-2457,CO,FIRE,2002-07-31,2002-08-04,2010-07-07,2002,7,July,4.0
DR-1430,MP,TYPHOON,2002-07-04,2002-07-05,2010-06-08,2002,7,July,1.0
FS-2458,SD,FIRE,2002-08-16,2002-08-29,2005-12-21,2002,8,August,13.0
FS-2459,NM,FIRE,2002-08-26,2002-09-11,2005-01-11,2002,8,August,16.0
FS-2460,WY,FIRE,2002-08-29,2002-09-15,2005-09-30,2002,8,August,17.0
FS-2462,CA,FIRE,2002-09-03,2002-09-12,2007-04-03,2002,9,September,9.0
FS-2461,CA,FIRE,2002-09-03,2002-09-10,2007-04-03,2002,9,September,7.0
DR-1432,WI,TORNADO,2002-09-02,2002-09-06,2011-01-03,2002,9,September,4.0
DR-1431,ND,STORM,2002-06-08,2002-08-11,2010-06-08,2002,6,June,64.0
FS-2463,CA,FIRE,2002-09-18,2002-09-22,2007-04-03,2002,9,September,4.0
FS-2464,CA,FIRE,2002-09-22,2002-09-29,2007-04-03,2002,9,September,7.0
FS-2465,CA,FIRE,2002-09-23,2002-10-05,2007-04-03,2002,9,September,12.0
DR-1433,IN,STORM,2002-09-20,2002-09-20,2011-05-02,2002,9,September,0.0
DR-1434,TX,STORM,2002-09-06,2002-09-30,2009-08-14,2002,9,September,24.0
DR-1435,LA,HURRICANE,2002-09-21,2002-10-01,2015-09-30,2002,9,September,10.0
DR-1436,MS,HURRICANE,2002-09-23,2002-10-06,2013-11-13,2002,9,September,13.0
DR-1437,LA,HURRICANE,2002-10-01,2002-10-16,2015-09-30,2002,10,October,15.0
DR-1438,AL,HURRICANE,2002-09-23,2002-10-01,2010-09-23,2002,9,September,8.0
DR-1439,TX,STORM,2002-10-24,2002-11-15,2013-03-26,2002,10,October,22.0
DR-1440,AK,EARTHQUAKE,2002-11-03,2002-11-10,2013-09-30,2002,11,November,7.0
DR-1441,TN,STORM,2002-11-09,2002-11-12,,2002,11,November,3.0
DR-1442,AL,STORM,2002-11-05,2002-11-12,2010-10-19,2002,11,November,7.0
DR-1443,MS,STORM,2002-11-10,2002-11-11,2013-09-27,2002,11,November,1.0
DR-1444,OH,STORM,2002-11-10,2002-11-10,2009-03-05,2002,11,November,0.0
DR-1445,AK,STORM,2002-10-23,2002-12-20,2012-09-05,2002,10,October,58.0
DR-1446,GU,TYPHOON,2002-12-08,2002-12-16,2013-03-11,2002,12,December,8.0
DR-1447,MP,TYPHOON,2002-12-08,2002-12-16,2016-02-10,2002,12,December,8.0
DR-1448,NC,ICE,2002-12-04,2002-12-06,2012-09-27,2002,12,December,2.0
DR-1449,FM,TYPHOON,2002-12-05,2002-12-07,2012-09-27,2002,12,December,2.0
DR-1450,AR,ICE,2002-12-03,2002-12-04,2013-05-15,2002,12,December,1.0
FM-2466,CA,FIRE,2003-01-06,2003-01-10,2010-07-28,2003,1,January,4.0
DR-1451,SC,ICE,2002-12-04,2002-12-06,2011-07-27,2002,12,December,2.0
EM-3172,LA,OTHER,2003-02-01,2003-02-01,2004-06-23,2003,2,February,0.0
EM-3171,TX,OTHER,2003-02-01,2003-02-01,2010-08-23,2003,2,February,0.0
DR-1452,OK,ICE,2002-12-03,2002-12-04,2013-05-20,2002,12,December,1.0
EM-3173,NY,SNOW,2002-12-25,2003-01-04,2010-05-21,2002,12,December,10.0
EM-3174,ME,SNOW,2003-02-02,2003-02-04,2005-04-15,2003,2,February,2.0
EM-3175,MA,SNOW,2003-02-17,2003-02-18,2010-06-09,2003,2,February,1.0
EM-3176,CT,SNOW,2003-02-17,2003-02-18,2008-05-07,2003,2,February,1.0
EM-3177,NH,SNOW,2003-02-17,2003-02-18,2006-06-20,2003,2,February,1.0
DR-1455,WV,STORM,2003-02-16,2003-03-28,2010-08-12,2003,2,February,40.0
EM-3178,DC,STORM,2003-02-16,2003-02-17,2005-10-13,2003,2,February,1.0
EM-3179,MD,STORM,2003-02-14,2003-02-23,2006-07-06,2003,2,February,9.0
EM-3180,PA,STORM,2003-02-14,2003-02-19,2005-10-13,2003,2,February,5.0
DR-1453,OH,STORM,2003-02-14,2003-03-18,2011-01-20,2003,2,February,32.0
DR-1454,KY,STORM,2003-02-15,2003-02-26,2016-09-08,2003,2,February,11.0
DR-1456,TN,STORM,2003-02-14,2003-02-26,2010-09-14,2003,2,February,12.0
EM-3181,NJ,SNOW,2003-02-16,2003-02-17,2012-01-23,2003,2,February,1.0
EM-3183,DE,SNOW,2003-02-14,2003-02-19,2006-03-21,2003,2,February,5.0
DR-1457,NC,ICE,2003-02-27,2003-02-28,2012-01-09,2003,2,February,1.0
DR-1458,VA,STORM,2003-02-15,2003-02-28,2010-08-12,2003,2,February,13.0
EM-3182,RI,SNOW,2003-02-17,2003-02-18,2008-01-23,2003,2,February,1.0
EM-3184,NY,SNOW,2003-02-17,2003-02-18,2010-05-21,2003,2,February,1.0
EM-3185,CO,SNOW,2003-03-17,2003-03-20,2010-06-02,2003,3,March,3.0
DR-1459,MS,STORM,2003-04-06,2003-04-25,2013-11-13,2003,4,April,19.0
DR-1460,FL,STORM,2003-03-27,2003-03-27,2010-11-08,2003,3,March,0.0
DR-1461,AK,STORM,2003-03-06,2003-03-14,2010-08-12,2003,3,March,8.0
DR-1462,KS,STORM,2003-05-04,2003-05-30,2011-01-05,2003,5,May,26.0
DR-1463,MO,STORM,2003-05-04,2003-05-30,2011-01-11,2003,5,May,26.0
DR-1464,TN,STORM,2003-05-04,2003-05-30,,2003,5,May,26.0
FM-2467,NM,FIRE,2003-05-09,2003-05-10,2005-08-24,2003,5,May,1.0
DR-1465,OK,STORM,2003-05-08,2003-05-30,2013-05-20,2003,5,May,22.0
DR-1466,AL,STORM,2003-05-05,2003-05-30,2011-04-07,2003,5,May,25.0
DR-1467,NY,ICE,2003-04-03,2003-04-05,2010-11-22,2003,4,April,2.0
DR-1468,ME,WINTER,2002-12-17,2003-06-01,2010-08-19,2002,12,December,166.0
DR-1469,IL,STORM,2003-05-06,2003-05-11,2011-02-17,2003,5,May,5.0
FM-2468,HI,FIRE,2003-05-18,2003-05-21,2004-01-22,2003,5,May,3.0
DR-1470,MS,STORM,2003-05-05,2003-05-08,2008-09-30,2003,5,May,3.0
DR-1471,KY,STORM,2003-05-04,2003-05-27,2013-09-27,2003,5,May,23.0
DR-1473,AS,STORM,2003-05-19,2003-05-21,2015-09-10,2003,5,May,2.0
DR-1472,AR,STORM,2003-05-02,2003-06-10,2012-09-12,2003,5,May,39.0
FM-2469,NV,FIRE,2003-06-17,2003-06-19,2004-08-20,2003,6,June,2.0
FM-2470,AZ,FIRE,2003-06-17,2003-07-15,2007-02-22,2003,6,June,28.0
FM-2471,AZ,FIRE,2003-06-21,2003-06-26,2007-02-22,2003,6,June,5.0
DR-1474,WV,STORM,2003-06-11,2003-07-15,2010-08-19,2003,6,June,34.0
FM-2473,CA,FIRE,2003-06-26,2003-06-30,2009-07-07,2003,6,June,4.0
FM-2474,CA,FIRE,2003-06-29,2003-07-02,2009-07-07,2003,6,June,3.0
DR-1475,KY,STORM,2003-06-14,2003-06-27,2013-07-02,2003,6,June,13.0
FM-2475,CA,FIRE,2003-07-03,2003-07-04,2009-08-26,2003,7,July,1.0
DR-1476,IN,STORM,2003-07-04,2003-08-06,2012-07-09,2003,7,July,33.0
FM-2476,NV,FIRE,2003-07-10,2003-07-11,2005-09-11,2003,7,July,1.0
FM-2477,WA,FIRE,2003-07-11,2003-07-19,2005-03-03,2003,7,July,8.0
DR-1477,AZ,FIRE,2003-06-17,2003-07-15,2011-07-19,2003,6,June,28.0
FM-2478,AZ,FIRE,2003-07-13,2003-07-22,2005-11-09,2003,7,July,9.0
DR-1478,OH,STORM,2003-07-04,2003-07-11,2009-02-19,2003,7,July,7.0
FM-2480,UT,FIRE,2003-07-14,2003-07-28,2010-10-06,2003,7,July,14.0
FM-2479,NV,FIRE,2003-07-14,2003-07-17,2005-09-11,2003,7,July,3.0
FM-2481,WA,FIRE,2003-07-15,2003-07-18,2005-03-03,2003,7,July,3.0
DR-1479,TX,HURRICANE,2003-07-15,2003-07-28,2015-06-08,2003,7,July,13.0
DR-1480,NE,STORM,2003-06-09,2003-07-14,2010-08-20,2003,6,June,35.0
FM-2482,OK,FIRE,2003-07-18,2003-07-22,2004-06-23,2003,7,July,4.0
FM-2483,MT,FIRE,2003-07-17,2003-07-25,2006-07-24,2003,7,July,8.0
FM-2487,CA,FIRE,2003-07-25,2003-08-01,2008-09-15,2003,7,July,7.0
FM-2484,MT,FIRE,2003-07-23,2003-08-21,2006-12-08,2003,7,July,29.0
FM-2485,MT,FIRE,2003-07-21,2003-08-21,2006-09-26,2003,7,July,31.0
FM-2486,CO,FIRE,2003-07-25,2003-07-27,2009-02-05,2003,7,July,2.0
DR-1481,FL,STORM,2003-06-13,2003-08-22,2016-01-12,2003,6,June,70.0
DR-1482,TN,STORM,2003-07-21,2003-07-22,2012-04-23,2003,7,July,1.0
DR-1484,OH,TORNADO,2003-07-21,2003-08-25,2012-07-18,2003,7,July,35.0
DR-1483,ND,STORM,2003-06-24,2003-06-25,2010-08-16,2003,6,June,1.0
FM-2488,MT,FIRE,2003-08-10,2003-09-09,2006-07-24,2003,8,August,30.0
FM-2490,MT,FIRE,2003-08-12,2003-09-17,2006-09-26,2003,8,August,36.0
FM-2489,MT,FIRE,2003-08-10,2003-08-24,2006-06-27,2003,8,August,14.0
FM-2491,CA,FIRE,2003-08-18,2003-08-21,2009-08-26,2003,8,August,3.0
FM-2492,MT,FIRE,2003-08-14,2003-09-12,2006-09-26,2003,8,August,29.0
FM-2493,OR,FIRE,2003-08-20,2003-10-22,2005-03-02,2003,8,August,63.0
FM-2494,MT,FIRE,2003-08-21,2003-09-10,2006-12-08,2003,8,August,20.0
EM-3186,NY,OTHER,2003-08-14,2003-08-16,2011-03-03,2003,8,August,2.0
DR-1485,PA,STORM,2003-07-21,2003-09-12,2010-09-30,2003,7,July,53.0
DR-1486,NY,STORM,2003-07-21,2003-08-13,2012-07-31,2003,7,July,23.0
FM-2495,OR,FIRE,2003-09-02,2003-09-08,2005-01-19,2003,9,September,6.0
DR-1487,IN,STORM,2003-08-26,2003-09-15,2012-02-14,2003,8,August,20.0
FM-2498,WA,FIRE,2003-09-05,2003-09-17,2005-03-03,2003,9,September,12.0
FM-2497,CA,FIRE,2003-09-05,2003-09-10,2009-08-26,2003,9,September,5.0
FM-2496,OR,FIRE,2003-09-05,2003-09-08,2005-01-19,2003,9,September,3.0
DR-1489,NH,STORM,2003-07-21,2003-08-18,2008-04-07,2003,7,July,28.0
DR-1488,VT,STORM,2003-07-21,2003-08-18,2011-01-04,2003,7,July,28.0
DR-1491,VA,HURRICANE,2003-09-18,2003-10-01,2013-09-25,2003,9,September,13.0
DR-1490,NC,HURRICANE,2003-09-18,2003-09-26,2014-09-11,2003,9,September,8.0
DR-1492,MD,HURRICANE,2003-09-18,2003-09-29,2011-11-09,2003,9,September,11.0
DR-1494,DE,HURRICANE,2003-09-18,2003-09-29,2007-07-30,2003,9,September,11.0
DR-1493,DC,HURRICANE,2003-09-18,2003-09-29,2011-05-26,2003,9,September,11.0
DR-1495,DE,HURRICANE,2003-09-15,2003-09-15,2011-01-20,2003,9,September,0.0
DR-1496,WV,HURRICANE,2003-09-18,2003-09-30,2010-08-17,2003,9,September,12.0
EM-3187,OH,OTHER,2003-08-14,2003-08-17,2009-09-18,2003,8,August,3.0
EM-3188,NJ,OTHER,2003-08-14,2003-08-16,2010-11-05,2003,8,August,2.0
EM-3189,MI,OTHER,2003-08-14,2003-08-17,2008-05-20,2003,8,August,3.0
DR-1497,PA,STORM,2003-09-15,2003-09-23,2007-03-23,2003,9,September,8.0
FM-2499,NV,FIRE,2003-09-29,2003-09-30,2005-08-24,2003,9,September,1.0
FM-2500,CA,FIRE,2003-10-21,2003-10-24,2004-01-21,2003,10,October,3.0
FM-2501,CA,FIRE,2003-10-21,2003-11-12,2004-01-21,2003,10,October,22.0
FM-2503,CA,FIRE,2003-10-25,2003-11-14,2004-01-21,2003,10,October,20.0
FM-2502,CA,FIRE,2003-10-24,2003-10-29,2004-01-21,2003,10,October,5.0
FM-2507,CA,FIRE,2003-10-26,2003-11-02,2004-01-21,2003,10,October,7.0
FM-2505,CA,FIRE,2003-10-25,2003-12-05,2004-01-21,2003,10,October,41.0
FM-2504,CA,FIRE,2003-10-24,2003-11-11,2004-01-21,2003,10,October,18.0
DR-1498,CA,FIRE,2003-10-21,2004-03-31,,2003,10,October,162.0
FM-2508,CA,FIRE,2003-10-28,2003-11-04,2009-08-12,2003,10,October,7.0
FM-2510,CO,FIRE,2003-10-29,2003-10-31,2010-10-06,2003,10,October,2.0
FM-2509,CO,FIRE,2003-10-29,2003-10-31,2009-09-30,2003,10,October,2.0
DR-1499,WA,STORM,2003-10-15,2003-10-23,2012-12-11,2003,10,October,8.0
FM-2511,CO,FIRE,2003-11-11,2003-11-14,2010-10-06,2003,11,November,3.0
FM-2513,SD,FIRE,2003-11-20,2003-11-21,2005-12-21,2003,11,November,1.0
FM-2512,WY,FIRE,2003-11-19,2003-11-20,2004-07-30,2003,11,November,1.0
DR-1500,WV,STORM,2003-11-11,2003-11-30,2011-02-24,2003,11,November,19.0
DR-1501,PR,STORM,2003-11-10,2003-11-23,2013-05-22,2003,11,November,13.0
DR-1503,VI,STORM,2003-11-10,2003-11-16,2016-08-31,2003,11,November,6.0
DR-1502,VA,STORM,2003-11-18,2003-11-19,2007-05-31,2003,11,November,1.0
DR-1504,FM,TYPHOON,2003-11-22,2003-11-26,2014-04-29,2003,11,November,4.0
DR-1506,AS,TYPHOON,2004-01-02,2004-01-06,2015-09-10,2004,1,January,4.0
DR-1505,CA,EARTHQUAKE,2003-12-22,2004-02-06,,2003,12,December,46.0
EM-3190,ME,SNOW,2003-12-06,2003-12-07,2010-04-21,2003,12,December,1.0
EM-3191,MA,SNOW,2003-12-06,2003-12-07,2010-04-21,2003,12,December,1.0
EM-3192,CT,SNOW,2003-12-05,2003-12-07,2010-04-21,2003,12,December,2.0
EM-3193,NH,SNOW,2003-12-06,2003-12-07,2010-04-21,2003,12,December,1.0
DR-1507,OH,STORM,2004-01-03,2004-01-30,2011-03-02,2004,1,January,27.0
EM-3194,ME,SNOW,2003-12-14,2003-12-15,2010-06-23,2003,12,December,1.0
DR-1508,ME,STORM,2003-12-10,2003-12-31,2010-11-08,2003,12,December,21.0
DR-1509,SC,ICE,2004-01-26,2004-01-30,2013-09-27,2004,1,January,4.0
DR-1510,OR,STORM,2003-12-26,2004-01-14,2011-03-03,2003,12,December,19.0
EM-3195,NY,SNOW,2004-01-28,2004-01-31,2010-05-21,2004,1,January,3.0
FM-2514,CO,FIRE,2004-04-01,2004-04-07,2010-07-07,2004,4,April,6.0
EM-3196,ND,SNOW,2004-01-23,2004-01-27,2009-01-30,2004,1,January,4.0
DR-1511,FM,TYPHOON,2004-04-08,2004-04-14,2015-08-20,2004,4,April,6.0
DR-1512,MA,FLOOD,2004-04-01,2004-04-30,2010-01-12,2004,4,April,29.0
DR-1513,IL,STORM,2004-04-20,2004-04-23,2012-07-25,2004,4,April,3.0
FM-2515,CA,FIRE,2004-04-25,2004-04-28,2005-11-09,2004,4,April,3.0
DR-1514,NM,STORM,2004-04-02,2004-04-11,2013-03-26,2004,4,April,9.0
FM-2517,CA,FIRE,2004-05-03,2004-05-10,2009-08-27,2004,5,May,7.0
FM-2516,CA,FIRE,2004-05-02,2004-05-08,2009-08-27,2004,5,May,6.0
DR-1515,ND,STORM,2004-03-26,2004-06-14,2012-07-19,2004,3,March,80.0
DR-1516,AR,STORM,2004-04-19,2004-05-18,2015-07-13,2004,4,April,29.0
DR-1518,IA,STORM,2004-05-19,2004-06-24,2011-10-17,2004,5,May,36.0
DR-1517,NE,STORM,2004-05-20,2004-06-01,2011-11-08,2004,5,May,12.0
DR-1520,IN,STORM,2004-05-25,2004-06-25,2012-07-26,2004,5,May,31.0
DR-1519,OH,STORM,2004-05-18,2004-06-21,2011-10-05,2004,5,May,34.0
FM-2519,CA,FIRE,2004-06-05,2004-06-16,2010-07-28,2004,6,June,11.0
DR-1522,WV,STORM,2004-05-27,2004-06-28,2011-04-13,2004,5,May,32.0
DR-1521,LA,STORM,2004-05-12,2004-05-19,2012-01-10,2004,5,May,7.0
FM-2520,AZ,FIRE,2004-06-08,2004-06-17,2007-02-22,2004,6,June,9.0
DR-1523,KY,STORM,2004-05-26,2004-06-18,2015-03-17,2004,5,May,23.0
DR-1524,MO,STORM,2004-05-18,2004-05-31,2010-01-27,2004,5,May,13.0
DR-1525,VA,STORM,2004-05-24,2004-06-26,2007-04-05,2004,5,May,33.0
FM-2522,NM,FIRE,2004-06-18,2004-06-24,2005-11-29,2004,6,June,6.0
DR-1526,WI,STORM,2004-05-07,2004-07-03,2012-11-23,2004,5,May,57.0
FM-2523,AZ,FIRE,2004-06-24,2004-07-13,2007-02-22,2004,6,June,19.0
FM-2524,NV,FIRE,2004-06-30,2004-07-05,2006-01-06,2004,6,June,5.0
DR-1529,CA,DAM/LEVEE BREAK,2004-06-03,2004-07-12,2014-01-08,2004,6,June,39.0
DR-1528,AR,STORM,2004-05-30,2004-07-09,2015-07-13,2004,5,May,40.0
DR-1527,MI,STORM,2004-05-20,2004-06-08,2013-06-20,2004,5,May,19.0
FM-2525,AK,FIRE,2004-06-26,2004-08-01,2008-01-08,2004,6,June,36.0
FM-2526,CO,FIRE,2004-07-03,2004-07-11,2009-02-05,2004,7,July,8.0
FM-2527,WA,FIRE,2004-07-05,2004-07-09,2006-09-05,2004,7,July,4.0
FM-2532,CA,FIRE,2004-07-14,2004-07-17,2009-08-27,2004,7,July,3.0
FM-2531,NV,FIRE,2004-07-14,2004-07-27,2006-01-06,2004,7,July,13.0
FM-2530,CA,FIRE,2004-07-13,2004-07-17,2009-08-27,2004,7,July,4.0
FM-2529,CA,FIRE,2004-07-13,2004-07-18,2009-08-27,2004,7,July,5.0
FM-2528,CA,FIRE,2004-07-12,2004-07-21,2009-09-29,2004,7,July,9.0
DR-1530,NJ,STORM,2004-07-12,2004-07-23,2015-03-17,2004,7,July,11.0
FM-2534,CA,FIRE,2004-07-17,2004-07-23,2009-09-29,2004,7,July,6.0
FM-2533,CA,FIRE,2004-07-17,2004-07-21,2009-09-29,2004,7,July,4.0
DR-1531,SD,STORM,2004-05-28,2004-06-16,2011-03-14,2004,5,May,19.0
FM-2535,CA,FIRE,2004-07-20,2004-07-23,2009-09-29,2004,7,July,3.0
FM-2536,NV,FIRE,2004-07-26,2004-07-31,2006-01-10,2004,7,July,5.0
DR-1532,MP,TYPHOON,2004-06-27,2004-06-29,2015-01-15,2004,6,June,2.0
DR-1533,GU,STORM,2004-06-26,2004-06-29,2012-03-01,2004,6,June,3.0
FM-2538,WA,FIRE,2004-07-30,2004-08-04,2006-09-06,2004,7,July,5.0
FM-2537,WA,FIRE,2004-07-30,2004-08-05,2006-01-26,2004,7,July,6.0
DR-1534,NY,STORM,2004-05-13,2004-06-17,,2004,5,May,35.0
DR-1535,KS,STORM,2004-06-12,2004-07-25,2011-03-08,2004,6,June,43.0
FM-2539,OR,FIRE,2004-08-04,2004-08-06,2006-09-05,2004,8,August,2.0
